iv,type,B_D,W_D,theta_D,dfcom,T_D,gamma_D,nu,nu2,nu_improved,L,U,sqrt_T_D,RR,lci,uci,model,outcome,Coefficient
factor(state)35,Conditional,4.7506344254775095e-6,0.1597392994668968,-0.17033442885089758,8862,0.15974452516476484,3.2712844854215404e-5,84151443.49427463,8410191437.249208,8859.027473262036,-0.9536938708878271,0.6130250131860319,0.39968052887870936,"0.84 (0.39, 1.85)",0.38531508728026526,1.8460071571503902,SH1,Diabetes,NA
factor(state)36,Conditional,4.999875504898628e-6,0.03344502278607015,0.6878080739859226,8862,0.03345052264912554,1.6441785119708039e-4,3339096.167377361,332923593.2650221,8858.308229674958,0.32934077251807187,1.0462753754537732,0.18289484041143847,"1.99 (1.39, 2.85)",1.3900514662246777,2.8470272378287578,SH1,Diabetes,NA
factor(state)37,Conditional,3.974404325026367e-6,0.10963803322880719,1.232241607811228,8862,0.10964240507356472,3.9873667077949536e-5,56647637.34918243,5660700174.183118,8859.027473262036,0.5832525599282311,1.8812306556942247,0.3311229455558233,"3.43 (1.79, 6.56)",1.7918570854120077,6.5615749349889345,SH1,Diabetes,NA
factor(state)4,Conditional,6.523377386664351e-6,0.2618836398776705,-0.19374793557292821,8862,0.2618908155927958,2.7399644042836677e-5,119940770.01969962,11988163787.40092,8859.027473262036,-1.1967647768178151,0.8092689056719585,0.5117526898735324,"0.82 (0.30, 2.25)",0.3021702203602025,2.2462651545032695,SH1,Diabetes,NA
factor(state)5,Conditional,4.0175863238700815e-6,0.06361149944693958,0.20465889019698372,8862,0.06361591879189585,6.946916809790821e-5,18672445.68269567,1864911869.4988658,8859.027473262036,-0.2896870743833916,0.699004854777359,0.2522219633416088,"1.23 (0.75, 2.01)",0.7484977550565548,2.0117497278771417,SH1,Diabetes,NA
factor(state)6,Conditional,7.75292323478053e-6,0.03748820973028892,0.08636748408660953,8862,0.03749673794584718,2.2743886603082754e-4,1746985.4482208053,173985536.505765,8857.534611782274,-0.2931614037907777,0.46589637196399675,0.1936407445395911,"1.09 (0.75, 1.59)",0.7459017396125659,1.5934418655413751,SH1,Diabetes,NA
factor(state)7,Conditional,5.295176389497825e-6,0.0443919172902285,0.601593829189326,8862,0.044397741984256944,1.3119347444545703e-4,5241348.24116442,522899277.60219634,8858.688220705035,0.1886142917375463,1.0145733666411059,0.21070771695468807,"1.83 (1.21, 2.76)",1.2075750909552425,2.758186411990116,SH1,Diabetes,NA
factor(state)8,Conditional,3.990440181240383e-6,0.03759301058393117,-0.08980235283618067,8862,0.03759740006813053,1.167496739511297e-4,6616728.956334185,660284582.4585124,8858.847416438515,-0.4698403307494278,0.29023562507706646,0.19390049011833502,"0.91 (0.63, 1.34)",0.6251020698938956,1.336742420956923,SH1,Diabetes,NA
factor(state)9,Conditional,4.3078560881396484e-6,0.030276337302857264,0.15479705742479033,8862,0.030281075944554217,1.5648855098908122e-4,3685528.962585338,367516947.7554067,8858.400665606805,-0.18626526393819204,0.49585937878777264,0.17401458543626225,"1.17 (0.83, 1.64)",0.8300533825468511,1.6419086543987782,SH1,Diabetes,NA
h_age,Conditional,2.7171094092393235e-9,1.2749901568450332e-5,0.06816533408852221,8862,1.2752890388800495e-5,2.343641526777348e-4,1645471.27700166,163855166.70863026,8857.44538142466,0.06116606955593332,0.0751645986211111,0.003571118926723177,"1.07 (1.06, 1.08)",1.063075443995584,1.078061583731785,SH1,Diabetes,NA
h_alcohol,Conditional,3.723745429813321e-7,0.0029760391676824857,0.053231929437818744,8862,0.0029764487796797652,1.3761768725062198e-4,4763971.258008875,475219222.53472644,8858.616246452943,-0.053697512145351005,0.16016137102098849,0.05455683989821776,"1.05 (0.95, 1.17)",0.9477187365559891,1.1737002569194925,SH1,Diabetes,NA
h_bmi,Conditional,1.2223529787668347e-7,1.443483199469752e-5,0.043253092968831154,8862,1.4569290822361871e-5,0.00922892056337951,1239.4983571935272,105667.32023642412,8104.922175714512,0.03577187562694956,0.050734310310712745,0.0038169740400429593,"1.04 (1.04, 1.05)",1.036419386997986,1.0520433390796369,SH1,Diabetes,NA
h_education_2,Conditional,5.37278463877548e-7,0.009839604404904216,0.1503539233288379,8862,0.009840195411214482,6.006042416512951e-5,24976702.617693618,2494972249.1212378,8859.027473262036,-0.04407011195599922,0.344777958613675,0.09919775910379469,"1.16 (0.96, 1.41)",0.9568868659112748,1.411676434273073,SH1,Diabetes,NA
h_education_3,Conditional,1.2024589625904888e-6,0.008142569692321227,0.25076614041450696,8862,0.008143892397180077,1.6241678970458165e-4,3421758.8495232677,341177722.1260908,8858.3316604316,0.07389209623079701,0.42764018459821684,0.09024351720306605,"1.29 (1.08, 1.53)",1.076690620251729,1.533634156487865,SH1,Diabetes,NA
h_education_4,Conditional,4.545005003962097e-6,0.012506638572424065,0.3433908253077836,8862,0.012511638077928423,3.995884050688657e-4,567720.8616398376,56365939.99485421,8855.068976536191,0.1241581988126973,0.5626234518028699,0.11185543383282022,"1.41 (1.13, 1.76)",1.1321949687320725,1.7552713349962075,SH1,Diabetes,NA
h_tobacco_any,Conditional,1.3755608363754703e-6,0.0028306140301023147,2.5175468815340473e-4,8862,0.0028321271470223277,5.342687109241881e-4,318338.78754249855,31529931.54834037,8852.780728126192,-0.10405309009643164,0.10455659947273845,0.053217733388620826,"1.00 (0.90, 1.11)",0.9011774525533136,1.1102182298543926,SH1,Diabetes,NA
hh_children,Conditional,8.125815986577748e-8,4.2920432792054947e-4,4.616443309774935e-5,8862,4.292937118964018e-4,2.082117053555296e-4,2083811.1489734247,207602331.6581565,8857.777969633727,-0.04056312188742641,0.040655450753621904,0.020719404236039265,"1.00 (0.96, 1.04)",0.9602485498975107,1.0414931980218853,SH1,Diabetes,NA
hh_high,Conditional,1.2248746595383688e-6,0.010425060128825495,0.38510282139131313,8862,0.010426407490950987,1.2922592241494234e-4,5401978.341950282,538943486.7493433,8858.710120468704,0.18497132660809293,0.5852343161745333,0.10210978156352596,"1.47 (1.20, 1.80)",1.2031839402684281,1.7954116303409808,SH1,Diabetes,NA
hh_highest,Conditional,1.6034754436329642e-6,0.01249400975491136,0.493813952434961,8862,0.012495773577899355,1.411535650034381e-4,4528574.810064373,451709065.7967685,8858.576325036078,0.2747203653780529,0.7129075394918691,0.1117844961427986,"1.64 (1.32, 2.04)",1.3161625787786773,2.0399137743592393,SH1,Diabetes,NA
hh_low,Conditional,1.2810871885801325e-6,0.009181496007307237,0.06407409548663323,8862,0.009182905203214676,1.5345861426782737e-4,3832293.5613466757,382172967.9214462,8858.435697828541,-0.12374430727499136,0.25189249824825777,0.0958274762435841,"1.07 (0.88, 1.29)",0.8836057435610888,1.2864577333911364,SH1,Diabetes,NA
hh_medium,Conditional,1.2228008322041004e-6,0.00947073771557944,0.28130191062859966,8862,0.009472082796494865,1.4200476751768433e-4,4474515.7828059895,446310042.51170075,8858.566682093016,0.09054914863995456,0.47205467261724476,0.09732462584821411,"1.32 (1.09, 1.60)",1.0947753130370963,1.6032850371196008,SH1,Diabetes,NA
nmembers,Conditional,5.788060654697349e-9,5.4357954919014604e-5,-0.0050287797324073055,8862,5.4364321785734773e-5,1.1711480086628716e-4,6575578.704523504,656173883.3261211,8858.843436906347,-0.019480018579831497,0.009422459115016886,0.007373216515587669,"0.99 (0.98, 1.01)",0.9807084909413104,1.009466990237239,SH1,Diabetes,NA
rural,Conditional,3.105480812887222e-7,0.003797312800275997,-0.015054949529590396,8862,0.003797654403165415,8.99510205912529e-5,11141231.763023313,1112321467.1807587,8859.027473262036,-0.13583794931323745,0.10572805025405664,0.06162511179028737,"0.99 (0.87, 1.11)",0.8729840886979782,1.1115195579392727,SH1,Diabetes,NA
w_alcohol,Conditional,1.1622929760298941e-6,0.027457925551505002,-0.12653683197618365,8862,0.027459204073778637,4.6560791427081864e-5,41549490.77209912,4151469025.908147,8859.027473262036,-0.45131891547212494,0.19824525151975758,0.16570818951934344,"0.88 (0.64, 1.22)",0.6367877283326056,1.2192613828635146,SH1,Diabetes,NA
w_bmi,Conditional,2.843889224333685e-8,2.4924335971876907e-5,0.02530194513752781,8862,2.4955618753344576e-5,0.0012535365993871816,58575.07863286969,5727544.503413313,8835.244139274653,0.015510825574199213,0.03509306470085641,0.00499555990388911,"1.03 (1.02, 1.04)",1.0156317427955892,1.0357160929229339,SH1,Diabetes,NA
w_dm,Conditional,2.0917430298363556e-6,0.006128944667657106,0.679881882049453,8862,0.006131245584989926,3.7527730718419294e-4,643378.6048236295,63905450.70417915,8855.448440348628,0.5264122488105512,0.8333515152883548,0.07830227062473939,"1.97 (1.69, 2.30)",1.6928478834358922,2.3010177275133135,SH1,Diabetes,NA
w_education_2,Conditional,1.2811153778868936e-7,0.006705372579116423,0.04755597801493676,8862,0.00670551350180799,2.101594330241251e-5,203849197.27205932,20377210564.771904,8859.027473262036,-0.11293998452575744,0.20805194055563092,0.08188719986547342,"1.05 (0.89, 1.23)",0.8932042645849851,1.2312771211058195,SH1,Diabetes,NA
w_education_3,Conditional,2.7697960932547717e-7,0.0057990503473487115,0.1130793202879306,8862,0.00579935502491897,5.2536457752434624e-5,32638600.688570797,3260775766.907351,8859.027473262036,-0.036178790149494086,0.26233743072535526,0.07615349647205287,"1.12 (0.96, 1.30)",0.9644678407177304,1.2999651166032515,SH1,Diabetes,NA
w_education_4,Conditional,2.3822346476960936e-7,0.01370238433138848,-0.01948496549701152,8862,0.013702646377199727,1.9123737417802504e-5,246176418.3426396,24609169957.78578,8859.027473262036,-0.2489150241155895,0.20994509312156648,0.11705830332445336,"0.98 (0.78, 1.23)",0.779646221697122,1.23361032440507,SH1,Diabetes,NA
w_tobacco_any,Conditional,2.6415314458284376e-7,0.014918663180733796,-0.05293727902256446,8862,0.014918953749192837,1.9476463559440208e-5,237341970.75523883,23725878614.739277,8859.027473262036,-0.2923334913593762,0.18645893331424723,0.12214316906480213,"0.95 (0.75, 1.20)",0.7465195366410267,1.2049751367343233,SH1,Diabetes,NA
(Intercept),Conditional,2.243486230899211e-5,0.018556376267674684,-4.299350178047049,8862,0.018581054616214576,0.0013281457403583542,52248.2794927843,5102124.383477925,8832.915039726578,-4.566517522644214,-4.032182833449884,0.1363123421272431,"0.01 (0.01, 0.02)",0.01039409395960357,0.017735573866118088,SW1,Hypertension,NA
factor(state)10,Conditional,1.2838942810367526e-6,0.00841591173837461,0.11008851771694518,8862,0.00841732402208375,1.6778298012945094e-4,3206692.5452910597,319702992.5538601,8858.268669505947,-0.06973029068781282,0.28990732612170317,0.09174597550892219,"1.12 (0.93, 1.34)",0.9326453291174662,1.3363036418458358,SW1,Hypertension,NA
factor(state)11,Conditional,8.736178829307368e-7,0.013319543114750986,0.3244757444839914,8862,0.01332050409442221,7.214289072034507e-5,17314868.93980002,1729240621.4706905,8859.027473262036,0.09826750409199664,0.5506839848759861,0.11541448823445959,"1.38 (1.10, 1.73)",1.103257871633511,1.7344389422488096,SW1,Hypertension,NA
factor(state)12,Conditional,9.018495618243823e-7,0.008808805335590704,0.19641284624933217,8862,0.00880979737010871,1.1260582693680946e-4,7112145.106694517,709775134.9812042,8858.892417541305,0.012449605542516673,0.38037608695614766,0.09386052082802818,"1.22 (1.01, 1.46)",1.012527424484661,1.4628346390212406,SW1,Hypertension,NA
factor(state)13,Conditional,6.12938672423237e-7,0.013948348813623527,0.13773906626229185,8862,0.013949023046163193,4.8335466751631374e-5,38555687.06808303,3852216401.607902,8859.027473262036,-0.09374440540344445,0.36922253792802806,0.11810598226238667,"1.15 (0.91, 1.45)",0.910515455332415,1.4466094933363949,SW1,Hypertension,NA
factor(state)14,Conditional,2.9944775762568897e-6,0.012145265284170648,-0.08122309441339179,8862,0.01214855920950453,2.7113711816176094e-4,1230216.4682837762,122423434.15997276,8856.957581864559,-0.29725131214632017,0.13480512331953662,0.11022050267307136,"0.92 (0.74, 1.14)",0.742857299838928,1.1443137625536914,SW1,Hypertension,NA
factor(state)15,Conditional,8.332374194697603e-7,0.02325248263476129,-0.304726254195286,8862,0.023253399195922706,3.9416222707665376e-5,57969636.49065924,5792852937.199183,8859.027473262036,-0.6036024417539925,-0.0058500666365796095,0.15249065281492732,"0.74 (0.55, 0.99)",0.5468381309939488,0.9941670116839132,SW1,Hypertension,NA
factor(state)16,Conditional,4.051323861669895e-6,0.013062342610131715,0.004365651831183953,8862,0.013066799066379552,3.410518693367836e-4,778509.0445574209,77375174.39412929,8855.96523268431,-0.21967803163742108,0.22840933529978896,0.11431010045651938,"1.00 (0.80, 1.26)",0.8027772252262663,1.256599590741882,SW1,Hypertension,NA
factor(state)17,Conditional,6.785415808372263e-7,0.018614777461759907,0.026964574224428085,8862,0.018615523857498827,4.009533895659246e-5,56023225.79584299,5598281480.700521,8859.027473262036,-0.2404503998423815,0.29437954829123764,0.13643871832254517,"1.03 (0.79, 1.34)",0.7862736437776098,1.3422932721136653,SW1,Hypertension,NA
factor(state)18,Conditional,4.662707947375211e-7,0.007714149710134894,-0.08762985073768043,8862,0.007714662608009105,6.648351331382915e-5,20386100.100814834,2036172586.7504342,8859.027473262036,-0.2597796656067308,0.08451996413136997,0.08783315210106662,"0.92 (0.77, 1.09)",0.7712214937044933,1.0881945688744756,SW1,Hypertension,NA
factor(state)19,Conditional,1.320534746274363e-6,0.009186013380787993,-0.0995614281010225,8862,0.009187465969008895,1.581054260012131e-4,3610638.753592999,360038513.5930672,8858.381905786371,-0.28742646589084564,0.08830360968880055,0.095851270043797,"0.91 (0.75, 1.09)",0.7501917294233068,1.0923197105362952,SW1,Hypertension,NA
factor(state)2,Conditional,7.94295370963521e-7,0.013414039966479635,-0.14961820839722748,8862,0.013414913691387694,6.513086316916076e-5,21241140.916543975,2121626062.5923774,8859.027473262036,-0.37662666327816247,0.07739024648370746,0.11582276844985054,"0.86 (0.69, 1.08)",0.6861721993620502,1.0804636412669235,SW1,Hypertension,NA
factor(state)20,Conditional,6.306193012228768e-7,0.010826852189424908,0.020657609344204637,8862,0.010827545870656253,6.406633965182368e-5,21952468.73324102,2192717515.392273,8859.027473262036,-0.18328741176987265,0.22460263045828188,0.10405549418774701,"1.02 (0.83, 1.25)",0.8325288427598875,1.2518251801474298,SW1,Hypertension,NA
factor(state)21,Conditional,7.266239483440472e-7,0.007940721123738604,0.04029032446586324,8862,0.007941520410081783,1.0064651375368319e-4,8900849.647716636,888474642.0166683,8859.020614065215,-0.13437227517169575,0.2149529241034222,0.08911520863512458,"1.04 (0.87, 1.24)",0.8742645370335459,1.2398035307294617,SW1,Hypertension,NA
factor(state)22,Conditional,1.2017196781781637e-6,0.007515649041532377,0.06471008497950696,8862,0.007516970933178373,1.7585429792756294e-4,2919511.2596015353,291029179.7825856,8858.172979615954,-0.10521970798319279,0.2346398779422067,0.08670046674141017,"1.07 (0.90, 1.26)",0.9001267358296495,1.2644533291960085,SW1,Hypertension,NA
factor(state)23,Conditional,1.0118424216787021e-6,0.006913182347936575,-0.06550039812932396,8862,0.006914295374600422,1.6097470581532603e-4,3483250.485145843,347317950.2270649,8858.348502768691,-0.22847579854536082,0.09747500228671288,0.08315224215016948,"0.94 (0.80, 1.10)",0.7957455551714061,1.1023838841426232,SW1,Hypertension,NA
factor(state)24,Conditional,5.746727963292313e-7,0.008286926909283298,-0.3432389838620682,8862,0.00828755904935926,7.627578545108857e-5,15490491.530855978,1546924552.151117,8859.027473262036,-0.5216663272318671,-0.16481164049226935,0.09103603159935773,"0.71 (0.59, 0.85)",0.5935307071196257,0.8480534279709095,SW1,Hypertension,NA
factor(state)25,Conditional,1.149580282545148e-6,0.03505904909241184,-0.301308794003705,8862,0.035060313630722637,3.6067512804322835e-5,69229632.30730684,6918470925.034532,8859.027473262036,-0.6683002804174454,0.06568269241003533,0.18724399491231392,"0.74 (0.51, 1.07)",0.5125790784707208,1.0678878144918724,SW1,Hypertension,NA
factor(state)27,Conditional,6.690953973636122e-7,0.008525429520899009,-0.13101554755629818,8862,0.00852616552583611,8.632308801297849e-5,12096594.575785121,1207782057.9944422,8859.027473262036,-0.31199320869591834,0.04996211358332195,0.09233723802364953,"0.88 (0.73, 1.05)",0.7319864993543331,1.0512312682357026,SW1,Hypertension,NA
factor(state)28,Conditional,9.379109573081723e-7,0.010563759564633658,-0.19180291745632866,8862,0.010564791266686697,9.765475029234054e-5,9454070.20522608,943747386.0467858,8859.027473262036,-0.3932581499629705,0.009652315050313137,0.10278517046095073,"0.83 (0.67, 1.01)",0.6748545114304361,1.0096990488854378,SW1,Hypertension,NA
factor(state)29,Conditional,5.389935873416351e-7,0.00800423826981708,-0.2534252717784753,8862,0.008004831162763156,7.406688960959177e-5,16427561.640167458,1640568222.878448,8859.027473262036,-0.42878270482235004,-0.07806783873460055,0.08946972204474067,"0.78 (0.65, 0.92)",0.6513014384676085,0.9249016802556305,SW1,Hypertension,NA
factor(state)3,Conditional,3.440158335618645e-6,0.007832875224063585,0.3022134850437098,8862,0.0078366593982327655,4.8288103091910235e-4,389339.85804699105,38597770.44340706,8853.690994126948,0.12870784750372433,0.4757191225836953,0.08852490834919156,"1.35 (1.14, 1.61)",1.1373577937039192,1.609170972691834,SW1,Hypertension,NA
factor(state)30,Conditional,1.0260037999161632e-6,0.04385060281708033,-0.4413710995194455,8862,0.04385173142126024,2.5736821405428215e-5,135935804.2079086,13587285208.200674,8859.027473262036,-0.8518033357057884,-0.03093886333310264,0.20940805003929586,"0.64 (0.43, 0.97)",0.4266448539040659,0.9695348453930397,SW1,Hypertension,NA
factor(state)31,Conditional,6.82154526137349e-7,0.05801099542862325,-0.15813333816421007,8862,0.058011745798602,1.2934793952868194e-5,538052419.7437835,53792716886.614655,8859.027473262036,-0.6302029650328888,0.31393628870446855,0.24085627622838066,"0.85 (0.53, 1.37)",0.532483714463755,1.3688025255870115,SW1,Hypertension,NA
factor(state)32,Conditional,1.180024446744922e-5,0.013552582783364058,-0.38097873759033507,8862,0.013565563052278252,9.568544161544543e-4,99999.71743380852,9829937.99099117,8843.559623081215,-0.6092583132818471,-0.15269916189882302,0.11647129711769443,"0.68 (0.54, 0.86)",0.54375401468278,0.8583879187632601,SW1,Hypertension,NA
factor(state)33,Conditional,1.4005699034320027e-6,0.009809402567758255,-0.20058403499875094,8862,0.009810943194652031,1.57031476302401e-4,3660123.8216160145,364980012.8572842,8858.39437138656,-0.3947188709360264,-0.00644919906147548,0.09905020542458269,"0.82 (0.67, 0.99)",0.6738694569118769,0.9935715523887494,SW1,Hypertension,NA
factor(state)34,Conditional,1.3897290987103552e-6,0.10095321748320839,-0.7599684906254203,8862,0.10095474618521696,1.5142448139850232e-5,392616624.15350735,39250963284.18326,8859.027473262036,-1.3827152290737688,-0.13722175217707178,0.31773376620248744,"0.47 (0.25, 0.87)",0.250896386196906,0.8717768862736824,SW1,Hypertension,NA
factor(state)35,Conditional,1.196920546609245e-6,0.02622320152406788,-0.32768027251753606,8862,0.02622451813666915,5.0205406803230456e-5,35738301.6939505,3570602696.2988405,8859.027473262036,-0.6450765651594932,-0.010283979875579052,0.16193985962902757,"0.72 (0.52, 0.99)",0.5246223727731817,0.9897687194378557,SW1,Hypertension,NA
factor(state)36,Conditional,2.7703110363747233e-6,0.008400547022048592,-0.18877731543097293,8862,0.008403594364188603,3.6262365934727357e-4,688906.6222879568,68443189.07456256,8855.641879947694,-0.36844941353642224,-0.009105217325523607,0.0916711206661542,"0.83 (0.69, 0.99)",0.6918062047423478,0.9909361096402991,SW1,Hypertension,NA
factor(state)37,Conditional,5.797507425612572e-7,0.0558027263546828,0.10944355877869472,8862,0.055803364080499615,1.1428089100460435e-5,689262428.94226,68912066566.96315,8859.027473262036,-0.3535535526366695,0.5724406701940589,0.23622735675721307,"1.12 (0.70, 1.77)",0.7021883875415597,1.772588079078012,SW1,Hypertension,NA
factor(state)4,Conditional,1.319270358399222e-6,0.08522637584944989,0.08501679044925664,8862,0.08522782704684413,1.7027272013417827e-5,310517054.95983213,31042190618.159355,8859.027473262036,-0.4871712800338878,0.657204860932401,0.29193805344086976,"1.09 (0.61, 1.93)",0.6143617960231541,1.9293918717985183,SW1,Hypertension,NA
factor(state)5,Conditional,5.556635313460773e-7,0.01208992063100972,0.12115689429923374,8862,0.012090531860894201,5.0554424860138394e-5,35246765.63754904,3521471367.4813027,8859.027473262036,-0.09435477660478667,0.3366685652032541,0.10995695458175532,"1.13 (0.91, 1.40)",0.9099598724932343,1.400274886998062,SW1,Hypertension,NA
factor(state)6,Conditional,5.343763357722875e-7,0.00845441395413058,0.17584235342912033,8862,0.00845500176809993,6.95226311563048e-5,18643756.35049257,1862044729.5685112,8859.027473262036,-0.0043784588076370146,0.35606316566587765,0.09195108356131498,"1.19 (1.00, 1.43)",0.9956311126685944,1.4276977268933095,SW1,Hypertension,NA
factor(state)7,Conditional,8.085168566576151e-7,0.012118172081001907,-0.06903190110163183,8862,0.01211906144954423,7.338592563674342e-5,16733640.97981732,1671155861.2260633,8859.027473262036,-0.2847976897969721,0.14673388759370837,0.11008660885659177,"0.93 (0.75, 1.16)",0.7521664098666447,1.1580457516806668,SW1,Hypertension,NA
factor(state)8,Conditional,2.745822712521241e-7,0.007632711975631789,-0.1873855503114291,8862,0.007633014016130166,3.9570279543449196e-5,57519294.48278806,5747834737.586761,8859.027473262036,-0.35862196300771915,-0.01614913761513903,0.08736712205475333,"0.83 (0.70, 0.98)",0.6986384126001599,0.9839805605977286,SW1,Hypertension,NA
factor(state)9,Conditional,8.645292245474901e-7,0.006036573021316031,0.09675351022459139,8862,0.0060375240034630335,1.5751194470726247e-4,3637859.8920582244,362756766.7775868,8858.38879695517,-0.05553864319450377,0.24904566364368655,0.0777015057991995,"1.10 (0.95, 1.28)",0.9459754674501302,1.282800609082338,SW1,Hypertension,NA
h_alcohol,Conditional,4.575796836990472e-7,7.900447938064524e-4,-0.01963128448041366,8862,7.905481314585213e-4,6.36694506051541e-4,224565.65226468333,22201397.090492997,8850.829675820747,-0.0747389828890612,0.03547641392823388,0.02811668777538566,"0.98 (0.93, 1.04)",0.9279856748593469,1.0361132099993373,SW1,Hypertension,NA
h_bmi,Conditional,6.015144410954557e-8,9.377205157209243e-6,-0.006739865876452143,8862,9.443371745729744e-6,0.007006669895254352,2071.7377201523977,183323.94537122687,8395.034465091727,-0.012762888598536809,-7.16843154367478e-4,0.0030730069550409,"0.99 (0.99, 1.00)",0.9873182116729292,0.9992834137163041,SW1,Hypertension,NA
h_education_2,Conditional,3.642520626312594e-7,0.001688141569949932,0.04743902369084274,8862,0.0016885422472188265,2.372918234970639e-4,1605203.0104029067,159836868.36507526,8857.407408045543,-0.03309957331662294,0.12797762069830843,0.04109187568387243,"1.05 (0.97, 1.14)",0.9674422233620316,1.136527567719134,SW1,Hypertension,NA
h_education_3,Conditional,2.185821782557709e-7,0.001460019492664666,0.004679228214624831,8862,0.0014602599330607471,1.6465588806328333e-4,3329462.977217908,331961698.6524875,8858.30543781881,-0.07021755703860347,0.07957601346785309,0.03821334757726346,"1.00 (0.93, 1.08)",0.9321909931316735,1.082827865902378,SW1,Hypertension,NA
h_education_4,Conditional,4.3683487131808233e-7,0.0033871250291504095,-0.04684030999883317,8862,0.0033876055475088596,1.4184601828959957e-4,4484524.040198017,447309591.4988581,8858.568481459306,-0.16091636919591137,0.06723574919824502,0.058203140357792206,"0.95 (0.85, 1.07)",0.8513632683246709,1.0695475934430854,SW1,Hypertension,NA
h_htn,Conditional,1.851652655948439e-7,7.472267656395922e-4,0.32100781322028454,8862,7.474304474317466e-4,2.725093590369531e-4,1217887.9807324538,121193594.0776984,8856.93892319321,0.26742401583252884,0.37459161060804025,0.02733917422731979,"1.38 (1.31, 1.45)",1.3065943455805487,1.4543973328756763,SW1,Hypertension,NA
h_tobacco_any,Conditional,2.65749570902644e-7,6.920378032069104e-4,0.03888504980094694,8862,6.923301277349034e-4,4.2223285724876165e-4,508666.2494268207,50482221.39623494,8854.70628359985,-0.012685850943086621,0.09045595054498048,0.026312166914469498,"1.04 (0.99, 1.09)",0.9873942752829833,1.0946732868178952,SW1,Hypertension,NA
hh_children,Conditional,1.4087197672518581e-8,8.676772137755352e-5,-0.029606795532903445,8862,8.678321729499329e-5,1.785589186800572e-4,2831875.4158208435,282279549.0233803,8858.140660961177,-0.04786533212335793,-0.011348258942448956,0.009315751032256781,"0.97 (0.95, 0.99)",0.9532621522239031,0.9887158896604393,SW1,Hypertension,NA
hh_high,Conditional,4.309556085262983e-7,0.0023058782826143056,0.08132872791127647,8862,0.0023063523337836845,2.0554152218417725e-4,2138201.687886329,213031277.8723518,8857.811256903784,-0.012797557561579215,0.17545501338413216,0.04802449722572517,"1.08 (0.99, 1.19)",0.9872839829676779,1.1917883729195478,SW1,Hypertension,NA
hh_highest,Conditional,9.320601753806565e-7,0.00300196597019983,0.0452562636660465,8862,0.0030029912363927487,3.4141498000183707e-4,776859.0261873241,77210677.7427778,8855.959856778705,-0.06214889233301912,0.1526614196651121,0.05479955507476998,"1.05 (0.94, 1.16)",0.9397429558528902,1.1649304896080483,SW1,Hypertension,NA
hh_low,Conditional,1.807886892957515e-7,0.0016009874907572184,-0.0028236689527149873,8862,0.0016011863583154438,1.2420013272817837e-4,5847480.161505504,583442940.7183726,8858.765753537815,-0.08125128835587088,0.07560395045044088,0.04001482673104363,"1.00 (0.92, 1.08)",0.9219619840219984,1.0785353361250973,SW1,Hypertension,NA
hh_medium,Conditional,1.943553119989344e-7,0.0017893953335949512,0.060539644532160534,8862,0.00178960912443815,1.1946231178607103e-4,6319955.946299925,630638789.4116609,8858.817795796758,-0.022374225134237487,0.14345351419855853,0.042303771988300876,"1.06 (0.98, 1.15)",0.977874221457946,1.1542531531770666,SW1,Hypertension,NA
nmembers,Conditional,2.2704076548520375e-9,1.5574547056822877e-5,8.807743648311405e-4,8862,1.5577044505243214e-5,1.6032877221969826e-4,3511332.940105765,350122141.25595546,8858.356034983766,-0.006854765398413103,0.008616314128075384,0.003946776470139044,"1.00 (0.99, 1.01)",0.9931686749160543,1.008653541406478,SW1,Hypertension,NA
rural,Conditional,4.955914989269137e-7,0.0011686752458811003,0.0475234466913379,8862,0.00116922039652992,4.662514017353228e-4,417483.59048832516,41400178.01030339,8853.975744198035,-0.019495298956508117,0.11454219233918392,0.034193864896058766,"1.05 (0.98, 1.12)",0.980693505460651,1.1213599528653364,SW1,Hypertension,NA
w_age,Conditional,7.314185313318417e-10,3.4460969178978453e-06,0.04403280099069652,8862,3.44690147828231e-6,2.3341554423132553e-4,1658844.68751214,165189698.57013708,8857.457653342128,0.04039396459950635,0.04767163738188669,0.0018565832807289605,"1.05 (1.04, 1.05)",1.0412208975739472,1.048826203456894,SW1,Hypertension,NA
w_alcohol,Conditional,5.639578722395869e-7,0.005874155525028907,0.1956060960689158,8862,0.005874775878688371,1.0559614056324623e-4,8086703.190639708,807135443.0853413,8858.967859498382,0.045380566659055765,0.34583162547877583,0.07664708656360247,"1.22 (1.05, 1.41)",1.0464260189948729,1.413164654862785,SW1,Hypertension,NA
w_bmi,Conditional,4.7594797952926765e-8,5.395820809316718e-6,0.05192829751743427,8862,5.4481750870649375e-6,0.009609507204076282,1150.5041704307557,97463.11239127396,8050.08968239266,0.04735342483344262,0.056503170201425916,0.002334132619853666,"1.05 (1.05, 1.06)",1.0484925068938498,1.0581299692800463,SW1,Hypertension,NA
w_education_2,Conditional,2.322397126832948e-7,0.001515442283735449,0.024819764230367674,8862,0.0015156977474194008,1.685452685976291e-4,3177795.5251465826,316817657.4057078,8858.259680697212,-0.051485481498997204,0.10112500995973255,0.03893196305632945,"1.03 (0.95, 1.11)",0.9498174397875475,1.1064149460063872,SW1,Hypertension,NA
